leisure,dance,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,bowling_alley,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,horse_riding,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,sports_centre,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,fitness_centre,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,amusement_arcade,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,adult_gaming_centre,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,tanning_salon,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
wheelchair,,nar,Wheelchair Access Business,query (exclusion),https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
name,,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
wheelchair,yes,nar,Wheelchair Access Business,fill,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
wheelchair,limited,nar,Wheelchair Access Business,fill,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
wheelchair,no,nar,Wheelchair Access Business,fill,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,toilets,na,Wheelchair Access Toilets,query,https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
access,private,na,Wheelchair Access Toilets,query (exclusion),https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
access,customers,na,Wheelchair Access Toilets,query (exclusion),https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
wheelchair,,na,Wheelchair Access Toilets,query (exclusion),https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
name,,na,Wheelchair Access Toilets,wording,https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
wheelchair,yes,na,Wheelchair Access Toilets,fill,https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
wheelchair,limited,na,Wheelchair Access Toilets,fill,https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
wheelchair,no,na,Wheelchair Access Toilets,fill,https://wiki.openstreetmap.org/w/images/2/23/StreetComplete_quest_wheelchair_green.svg,,,,
amenity,restaurant,na,Vegetarian,query,https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
amenity,cafe,na,Vegetarian,query,https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
amenity,fast_food,na,Vegetarian,query,https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
name,,na,Vegetarian,query,https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
diet:vegetarian,,na,Vegetarian,query (exclusion),https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
diet:vegetarian,yes,na,Vegetarian,fill,https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
diet:vegetarian,no,na,Vegetarian,fill,https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
diet:vegetarian,only,na,Vegetarian,fill,https://wiki.openstreetmap.org/w/images/4/44/StreetComplete_quest_restaurant_vegetarian.svg,,,,
amenity,restaurant,na,Vegan,query,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
amenity,cafe,na,Vegan,query,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
amenity,fast_food,na,Vegan,query,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
name,,na,Vegan,query,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
diet:vegetarian,yes,na,Vegan,query,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
diet:vegetarian,only,na,Vegan,query,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
diet:vegan,,na,Vegan,query (exclusion),https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
diet:vegan,yes,na,Vegan,fill,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
diet:vegan,no,na,Vegan,fill,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
diet:vegan,only,na,Vegan,fill,https://wiki.openstreetmap.org/w/images/a/ac/StreetComplete_quest_restaurantveg.svg,,,,
amenity,library,nar,Internet Access,query,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
tourism,hotel,nar,Internet Access,query,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
tourism,guest_house,nar,Internet Access,query,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
tourism,hostel,nar,Internet Access,query,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
tourism,motel,nar,Internet Access,query,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
internet_access,,nar,Internet Access,query (exclusion),https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
wifi,,nar,Internet Access,query (exclusion),https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
name,,nar,Internet Access,query,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
internet_access,wlan,nar,Internet Access,fill,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
internet_access,no,nar,Internet Access,fill,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
internet_access,terminal,nar,Internet Access,fill,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
internet_access,wired,nar,Internet Access,fill,https://wiki.openstreetmap.org/w/images/4/45/StreetComplete_quest_wifi.svg,,,,
landuse,orchard,ar,Orchard Produce,query,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
trees,,ar,Orchard Produce,query (exclusion),https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,,ar,Orchard Produce,query (exclusion),https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
crop,,ar,Orchard Produce,query (exclusion),https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
landuse,vineyard,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
landuse,farmland,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,sisal,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,grape,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,agave,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,almond,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,apple,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,apricot,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,areca_nut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,avocado,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,banana,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,sweet_pepper,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,blueberry,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,brazil_nut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,cacao,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,cashew,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,cherry,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,chestnut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,chilli_pepper,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,coconut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,coffee,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,cranberry,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,date,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,fig,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,grapefruit,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,guava,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,hazelnut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,hop,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,jojoba,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,kiwi,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,kola_nut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,lemon,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,lime,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,mango,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,mangosteen,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,mate,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,nutmeg,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,olive,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,orange,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,palm_oil,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,papaya,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,peach,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,pear,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,pepper,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,persimmon,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,pineapple,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,pistachio,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,plum,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,raspberry,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,rubber,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,strawberry,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,tea,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,tomato,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,tung_nut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,vanilla,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
produce,walnut,ar,Orchard Produce,fill,https://wiki.openstreetmap.org/w/images/e/e7/StreetComplete_quest_orchard.svg,,,,
amenity,bench,n,Bench Backrest,query,https://wiki.openstreetmap.org/w/images/3/3b/Ic_quest_bench.svg,,,,
backrest,,n,Bench Backrest,query (exclusion),https://wiki.openstreetmap.org/w/images/3/3b/Ic_quest_bench.svg,,,,
leisure,picnic_table,n,Bench Backrest,fill,https://wiki.openstreetmap.org/w/images/3/3b/Ic_quest_bench.svg,,,,
backrest,yes,n,Bench Backrest,fill,https://wiki.openstreetmap.org/w/images/3/3b/Ic_quest_bench.svg,,,,
backrest,no,n,Bench Backrest,fill,https://wiki.openstreetmap.org/w/images/3/3b/Ic_quest_bench.svg,,,,
